0.000000000	Z
3.668752834	B, a, Intro
16.277188208	b
28.537324263	b
40.774240362	c
53.080816326	a
65.666031746	B', b, Verse, (voice
78.204807256	b
90.232743764	c
102.376780045	d
106.927891156	a, Transition
118.932607709	B', b, Verse
131.006984126	b
143.383219954	c
155.620136054	d
161.680544217	a, Transition, voice)
173.778140589	B, b, Solo, (violin
186.224036281	b
198.507392290	c
210.419229024	a, violin)
223.213424036	B, b, Solo, (guitar
235.194920634	b
247.083537414	c
259.041814058	a, guitar)
271.789569160	B', b, Verse, (voice
284.235464852	b
296.588480725	c
308.778956916	d
314.816145124	a, Transition, voice)
327.192380952	B, b, Bridge
339.197097505	b
351.248253968	c
362.904671201	a, Outro
376.883083900	Z
454.817959183	End
