0.0	Silence
0.431020408	a
47.766507936	b
61.786598639	b
75.813446712	b
89.022290249	c
103.125646258	c
117.102131519	c'
121.947324263	d
137.160430839	d
149.820136054	d'
162.682290249	d'
175.702607709	d
188.112222222	c
202.516077097	c
216.365328798	c
228.82047619	c
244.922426303	d
257.591315192	d'
270.21632653	d'
282.57478458	d'
295.224716553	d
308.234331065	c
320.908866213	c
333.05217687	d'
348.613015873	d
357.215782312	c
370.147528344	c
382.746439909	c
396.254920634	d
406.444195011	c
419.594761904	c
432.686099773	c
444.948571428	c
454.551247165	d
466.557823129	d
478.884852607	d
490.723333333	e
503.55031746	e'
516.454693877	End
