0.000000000	silence
0.236734693	Z
10.606417233	A, a, head, (saxophone
18.022834467	a
25.412653061	a
32.900589569	a
40.340408163	B, b, theme
48.004716553	c
55.605102040	A, a, theme
63.405147392	a
71.563900226	A, a, solo
79.410657596	a
86.794784580	a
94.754444444	a
102.506485260	B, b, solo
110.402925170	c
117.986802721	A, a, solo
125.906530612	a
133.706712018	a
141.579002267	a
149.467165532	a
157.119659863	a
164.954829931	B, b, solo
172.586621315	c
180.290702947	A, a, solo
188.042811791	a
195.714421768	a
203.362607709	a
211.156666666	a
218.895827664	a
226.595170068	B, b, solo
234.410634920	c
242.138775510	A, a, solo
249.917959183	a, saxophone)
257.485668934	A, a, solo, (guitar
265.461632653	a
273.437823129	a
281.341473922	a
289.086167800	a
296.997392290	B, b, solo
304.837528344	c
312.629546485	A, a, solo
320.570362811	a
328.521882086	a
336.600952380	a
344.629455782	B, b
352.501224489	c
360.365464852	A, a, solo
368.093514739	a
375.813605442	a
383.638027210	a
391.661836734	a
399.469818594	a
407.325487528	B, b, solo
415.213832199	c
423.157505668	A, a, solo
430.725532879	a
438.446190476	a
446.085714285	a
453.838752834	a
461.677551020	a
469.266916099	B, b, solo
476.901541950	c
484.877278911	A, a, solo
492.565034013	a
500.418730158	a
507.789886621	a'
514.983061224	a'
522.165668934	a'
536.010226757	B, b, solo
543.642267573	c
550.866643990	A, a, solo
558.548662131	a, guitar)
565.725714285	C, d, theme, (saxophone
573.026190476	d
580.218798185	d
587.361995464	d
594.734240362	C, d, solo, (bass
602.219773242	d, bass)
609.546326530	C, d, theme (saxophone
616.778798185	c
624.138662131	B, b, theme
631.916235827	c
639.220000000	A, a, solo
646.810317460	a', saxophone)
655.110204081	Z
697.457142857	silence
697.505283446	end
