0.0	Silence
0.485714285	Intro
33.546757369	Head
65.730975056	Head
98.122426303	Instrumental
98.122426303	Solo
129.706530612	Instrumental
129.706530612	Solo
161.19446712	Instrumental
161.19446712	Solo
192.876802721	Instrumental
192.876802721	Solo
224.303197278	Instrumental
224.303197278	Solo
255.486984126	Head
255.486984126	Solo
286.696553287	Instrumental
286.696553287	Solo
318.351405895	Instrumental
318.351405895	Solo
349.967414965	Instrumental
349.967414965	Solo
381.263424036	Instrumental
381.263424036	Solo
412.331609977	Instrumental
412.331609977	Solo
443.495759637	Bridge
474.791315192	Head
507.345011337	Fade-out
507.345011337	Outro
536.775510204	Silence
540.673854875	End
