0.0	Silence
0.9723356	y
2.187755102	a
6.505419501	a
10.672675736	b
14.856757369	c
19.032766439	a
23.178571428	a
27.329024943	b
31.472902494	c
35.681791383	a
39.752902494	a
43.90478458	b
48.056757369	c
52.136780045	d
56.376439909	d
60.513741496	d
64.672585034	d
68.792585034	e
72.968707482	e
77.177006802	a
81.296916099	a
85.441065759	d
89.576802721	d
93.704603174	d
97.856893424	d
101.977074829	e
106.120770975	e
110.288888888	a
114.464852607	a
118.624988662	f
122.768548752	f
126.912653061	g
131.057029478	g
135.209206349	h
139.362789115	h
143.544557823	a
147.648730158	a
151.793741496	i
155.920907029	i
160.040521541	a
164.20079365	a'
171.348752834	Silence
175.415351473	End
