0.000000000	silence
0.040816326	A, a, intro, (guitar
5.897868480	a
11.438208616	a
17.158367346	a, guitar)
22.910226757	B, a, refrain, (voice
28.790068027	b
34.758253968	a
40.742607709	b
46.706190476	C, c, bridge
52.648367346	c, voice)
58.646462585	A, a, head, (guitar
64.587619047	a, guitar)
70.446258503	B, a, refrain, (voice
76.350340136	b
82.477845804	a
88.502086167	b
94.558480725	C, c, bridge
100.555442176	c, voice)
106.558117913	A, a, head, (guitar
112.550385487	a, guitar)
118.510634920	D, d, interlude, (voice
129.622018140	d, voice)
146.117959183	A, a, interlude, (guitar
152.247777777	a
158.366780045	a
164.751451247	a
171.023015873	a
177.542834467	a
183.991247165	f, bridge
190.330952380	A, a, interlude
196.759591836	a
203.346916099	E, g, interlude
250.588934240	A, a, solo
257.410839002	a
264.154761904	a
271.114603174	a
278.259092970	a
284.267278911	a
290.015464852	a
295.500068027	a
301.271972789	a
307.085510204	a
312.859138321	C, c, bridge
318.646462585	c
324.469365079	A, a, head
330.369410430	a
336.181292517	B, a, refrian
342.114489795	b
348.042471655	a
353.970476190	b
359.930430839	C, c, bridge
365.855873015	c, voice)
371.792426303	A, a, refrain, (guitar
377.647528344	a', guitar)
391.297233560	Z
427.036734693	silence
427.075918367	end
