0.0	Silence
0.534058956	Z
28.839183673	A'
41.475442176	A
53.245895691	A
65.170770975	A
89.717346938	B
114.410884353	A
126.711292517	A
151.605170068	B
176.40356009	A
201.060612244	A
219.385215419	A
234.269659863	A
258.16526077	A
270.004376417	A
282.038458049	A
295.891882086	Z
296.100861678	C
328.492698412	C
359.931065759	C
391.202517006	C
437.984648526	C
477.420498866	Z
513.973696145	D
536.182108843	E
538.778435374	D
560.012290249	E
562.602993197	D
583.679002267	E
586.382834467	F
606.893968253	E
609.470997732	D
630.441405895	E
633.042993197	D
654.123922902	E
656.72340136	F
677.472970521	E
713.386666666	Silence
714.135510204	End
