0.000000000	silence
1.044897959	a, A, chorus, (strings
7.029977324	b
12.978117913	a
18.946031746	c
24.929319727	d, B, verse
30.824535147	e
36.731156462	a, A', chorus
42.753038548	c, strings)
48.613809523	f, C, interlude, (piano
54.198798185	g
59.675873015	f
65.386258503	g, piano)
70.810634920	d, B, verse, (strings)
76.607528344	e, (piano
82.318435374	h, D, trans
87.908730158	i
93.760498866	j
99.539682539	k, piano)
109.479977324	b', (strings)
115.319229024	b', (piano
120.894353741	h'
130.964081632	a, A, chorus
137.092154195	b
142.874172335	a
148.445170068	c, piano)
153.946009070	h, (strings
159.526961451	c, strings)
165.246780045	h, (piano
170.587074829	l
179.247052154	m, E, solo
185.411791383	n
191.235351473	o
196.996870748	o, piano)
202.551541950	d, B, verse, (strings)
208.432562358	e, (piano
214.373922902	h', D', trans
220.106258503	j'
225.753628117	j'
231.329092970	k'
237.147664399	k
243.203854875	a, A, chorus
249.440385487	b
255.295056689	a
261.040793650	c, piano)
266.626575963	h, (strings
272.424421768	c, strings)
278.232653061	h, (piano
283.766326530	l', piano)
289.413446712	a, A', coda, (strings)
295.102834467	c', (piano)
299.630294784	a, (wind)
305.519931972	c', (piano
318.361882086	f'
324.826553287	f'
331.281814058	f', piano)
338.872018140	silence
342.021224489	end
