0.0	Silence
0.499229024	D
14.417777777	A
23.753265306	A
33.137301587	V
42.415396825	V
50.755736961	B
62.099342403	I
64.151678004	D
76.584852607	A
85.912244897	A
98.449614512	V
107.689795918	V
116.022789115	B
127.348049886	I
129.421201814	E
137.689637188	E
145.976893424	E
154.334036281	E
158.446054421	I
160.512290249	D
177.111088435	A
186.448730158	A
194.733378684	F
202.928752834	F
211.251020408	F
219.544580498	F
227.857687074	F
236.147120181	F
240.302902494	I
242.317414965	D
250.602403628	A
263.018231292	Silence
264.896825396	End
