0.0	Silence
0.048979591	Y
3.987664399	A
20.4923356	A
31.333310657	A
42.139365079	A
52.843605442	A
63.541496598	A
74.426258503	A
85.144875283	A
95.930022675	A
106.723650793	B
117.619024943	A
128.442403628	A
139.037732426	A
149.807528344	A
160.647596371	A
171.431564625	A
182.247573696	A
192.961791383	A
203.810839002	B
225.393900226	A
236.057936507	A
246.833922902	A
257.546031746	A
268.170816326	A
278.844535147	A
289.57861678	A
300.221972789	A
310.925079365	A
321.562947845	A
332.436984126	A
343.133446712	A
353.819705215	A
364.645351473	B
398.2892517	Z
405.216031746	End
