0.000000000	silence
0.428571428	A, intro, (guitar
7.132970521	X
14.240816326	X
20.526530612	X, guitar)
27.344897959	A, verse, (vocal
34.112244897	X
40.910204081	X
47.751020408	X
54.614285714	A', verse
61.375510204	X
68.222448979	X
75.087755102	X, vocal)
81.781632653	B, (guitar
88.614285714	=
95.457142857	=
102.255102040	=
108.916326530	A', verse, (vocal
115.726530612	X
122.477551020	X
129.363265306	X
136.185714285	C, bridge
143.154693877	X
150.234557823	X, vocal)
157.418367346	X, (guitar
164.599591836	X
171.622448979	X
178.387755102	X
185.271814058	X
192.110204081	 A', solo
198.916326530	X
205.655102040	X
212.367346938	X
219.079591836	X
225.993877551	X
232.777142857	X
239.584943310	X
246.362267573	X
253.204897959	X
259.996734693	D, outro, guitar)
278.349863945	silence
281.899750566	end
