0.000000000	silence
0.081632653	a', A, intro, (piano
5.921088435	b
11.530249433	b', piano)
17.554285714	c, B, verse, (voice
23.705034013	d
29.922834467	a
35.598730158	e
42.840816326	f, C, pre-chorus
48.780680272	g
54.590113378	h
60.395102040	i, D, chorus
66.153650793	j
72.006734693	k
77.824512471	l, voice)
83.731156462	m, E, interlude, (piano
89.287913832	n, piano)
95.085714285	c, B, verse, (voice
101.239002267	d
107.466893424	a
113.169750566	e
120.325804988	f, C, pre-chorus
126.316553287	g
132.142426303	h
137.964489795	i, D, chorus
143.847619047	j
149.646190476	k
155.398956916	l
161.104036281	i, D, chorus
166.741768707	j
172.389047619	k
177.996122448	l', voice)
186.337687074	b, A', outro, (piano
189.074195011	b', piano)
197.648253968	silence
201.404081632	end
