0.000000000	silence
0.040634920	Z
6.896326530	A, a, intro, (guitar
12.294965986	b
17.478594104	a
22.750702947	b, guitar)
29.144807256	A, a, verse, (voice
34.512766439	b
40.024444444	a
45.368911564	b
50.768911564	a
56.152698412	b
61.521496598	a
66.832743764	b
72.241065759	B, b, chorus
77.560566893	b
83.027845804	A, a, instrumental, (guitar
88.252040816	b, guitar)
93.252040816	A, a, verse, (voice
98.916439909	b
104.356689342	a
109.621156462	b
114.934104308	a
120.260272108	b
125.548548752	a
130.741496598	b
135.956485260	B, b, chorus
141.244399092	b
146.660634920	b
151.956349206	b, voice)
157.377052154	A, a, instrumental, (guitar
162.564603174	b, guitar)
167.692517006	A, a, outro, (voice
172.984943310	b', voice)
183.042902494	Z
213.501678004	silence
213.524897959	end
