0.0	Silence
0.220589569	Intro
11.389387755	Verse
22.066258503	Verse
32.754376417	Verse
43.378458049	Verse
54.042517006	Chorus
64.661836734	Chorus
75.333446712	Verse
86.010340136	Verse
96.651927437	Verse
107.27446712	Verse
117.93909297	Chorus
128.570839002	Chorus
139.290589569	Verse
149.889319727	Verse
160.546802721	Verse
171.2030839	Verse
181.845374149	Chorus
192.498503401	Chorus
203.11430839	post-chorus
213.786235827	Outro
224.458321995	Outro
235.08292517	Fade-out
235.08292517	out
251.299523809	no_function
286.191632653	Silence
287.457142857	End
