0.000000000	silence
0.116099773	a, (guitar
6.285714285	a, guitar)
12.355351473	b, (harmonica
18.481632653	c, harmonica)
24.635623582	d, (vocal
30.770929705	e
36.906326530	d
43.094013605	e, vocal)
49.265306122	b', (harmonica
55.502040816	c', harmonica)
61.654784580	d', (vocal
67.871927437	e'
74.013605442	d'
80.219138321	e'
86.366621315	f
92.537324263	g
98.748662131	f
104.970476190	g, vocal)
111.124897959	b', (harmonica
117.258390022	c', harmonica)
123.448730158	h, (guitar
129.586394557	h
135.714829931	i
141.850612244	i', guitar)
147.986349206	f, (vocal
154.138684807	g
160.252743764	f', chorus
166.440634920	g, vocal)
172.582312925	j, (guitar
184.679909297	a',
190.850612244	a'
196.945850340	h'
203.075464852	h'
209.229659863	h'
215.356371882	h', guitar)
230.150385487	silence
230.167823129	end
